ID,Name,Email,year,major,date,time,on_campus,main_reason_for_taking_isb,trips_per_day,duration_per_day,has_exam,start,end,bus_num,weather,num_people_at_bus_stop,waiting_time,waiting_time_satisfaction,crowdedness,crowdedness_satisfaction,comfort,safety,overall_satisfaction
357,Melissa Davenport,melissadavenport@example.com,Year 2,history,1/10/2024,1/1/1900 15:17,No,To go to class,4,20,No,IT / CLB,LT13 / Ventus,A1,Sunny,8,5,7,5,6,6,6,6
358,Matthew Johnson,matthewjohnson@example.net,Year 3,data science and analytics,1/10/2024,1/1/1900 16:00,No,To go to MRT,3,35,Yes,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,20,5,6,7,4,5,7,6
359,Mark Rivera,markrivera@example.com,Year 3,data science and analytics,1/10/2024,1/1/1900 11:30,No,To go to class,2,25,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,Sunny,10,8,4,3,8,8,9,8
360,Chelsea Taylor,chelseataylor@example.com,Year 4,mechanical engineering,1/10/2024,1/1/1900 16:30,No,All of the above,2,10,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Rainy,15,5,5,7,5,5,5,5
361,Aaron Lawson,aaronlawson@example.org,Year 3,data science and analytics,1/10/2024,1/1/1900 12:30,No,To go to class,3,40,Yes,LT27 / S17,IT / CLB,A1,Sunny,50,5,5,10,6,5,8,7
362,Mr. Jeremy Hernandez,mr.jeremyhernandez@example.org,Year 4,materials science and engineering,1/10/2024,1/1/1900 9:50,No,To go to class,2,10,Yes,LT27 / S17,IT / CLB,A1,Sunny,10,5,7,7,7,7,7,8
363,Jessica Norton,jessicanorton@example.net,Year 1,political science,1/10/2024,1/1/1900 10:55,No,To go to CCA sessions,1,5,No,UTown,IT / CLB,D1,Sunny,30,3,9,4,8,8,8,8
364,James Parker IV,jamesparkeriv@example.com,Year 1,malay studies,1/10/2024,1/1/1900 18:00,No,To go to class,1,10,No,IT / CLB,UTown,D1,Sunny,30,4,7,6,5,5,7,7
365,Nicole Hernandez,nicolehernandez@example.org,Year 1,global studies,1/10/2024,1/1/1900 15:00,No,To go to CCA sessions,1,5,No,IT / CLB,PGP,A1,Sunny,2,8,4,1,10,10,10,10
366,Kevin Mcclain,kevinmcclain@example.com,Year 1,anthropology,1/10/2024,1/1/1900 17:21,No,To go to CCA sessions,1,5,No,LT27 / S17,LT13 / Ventus,A1,Sunny,40,5,6,7,6,7,10,8
367,Shane Williams MD,shanewilliamsmd@example.com,Year 2,accountancy,1/10/2024,1/1/1900 17:45,No,To go to class,3,5,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Rainy,15,5,9,4,9,8,8,9
368,Ruben Woods,rubenwoods@example.org,Year 1,life sciences,1/10/2024,1/1/1900 11:59,No,To go to class,2,15,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,15,5,7,7,8,7,10,8
369,Bridget Curtis,bridgetcurtis@example.org,Year 3,geography,1/10/2024,1/1/1900 13:35,No,To go to class,2,15,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Rainy,35,7,3,8,4,2,5,4
370,Alexis Cummings,alexiscummings@example.org,Year 1,pharmaceutical science,1/10/2024,1/1/1900 13:30,Yes,To go to class,3,60,No,LT27 / S17,UTown,D2,Sunny,40,4,4,8,4,5,5,6
371,Brandon Allen,brandonallen@example.org,Year 4,economics,1/10/2024,1/1/1900 16:00,No,To go to class,2,10,Yes,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,30,5,8,9,8,8,8,8
372,Adrienne Nguyen,adriennenguyen@example.org,Year 4,data science and analytics,1/10/2024,1/1/1900 20:15,No,To go to MRT,2,10,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,20,5,5,10,2,2,3,4
373,Mrs. Taylor James,mrs.taylorjames@example.org,Year 3,life sciences,1/10/2024,1/1/1900 13:41,No,To go to class,2,10,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,15,6,7,8,5,6,7,7
374,Christopher Taylor,christophertaylor@example.net,Year 2,data science and analytics,2/10/2024,1/1/1900 14:00,No,To go for meals,4,20,No,UTown,LT27 / S17,D2,Sunny,25,10,6,6,6,6,6,6
375,Heather Brown,heatherbrown@example.org,Year 1,nursing,2/10/2024,1/1/1900 15:30,No,To go to class,1,10,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,16,17,3,10,4,3,3,4
376,Kimberly Riley,kimberlyriley@example.org,Year 4,history,2/10/2024,1/1/1900 16:45,No,To go to class,2,22,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,30,5,6,8,8,7,7,7
377,Brent Reyes,brentreyes@example.com,Year 3,life sciences,2/10/2024,1/1/1900 14:00,No,To go to class,2,6,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Rainy,20,6,4,6,5,7,7,7
378,Pamela Arnold,pamelaarnold@example.org,Year 4,mechanical engineering,2/10/2024,1/1/1900 16:30,No,To go to class,3,15,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Rainy,6,6,8,3,8,8,8,8
379,Theresa Hill,theresahill@example.com,Year 4,biomedical engineering,2/10/2024,1/1/1900 18:00,No,To go to class,4,20,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,60,15,1,10,1,1,3,2
380,Jennifer Gallagher,jennifergallagher@example.com,Year 2,quantitative finance,2/10/2024,1/1/1900 10:50,No,To go to class,3,30,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,10,6,6,3,10,10,10,9
381,Juan Mcintyre,juanmcintyre@example.org,Year 3,environmental engineering,2/10/2024,1/1/1900 17:50,No,To go to class,2,7,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,35,4,8,10,1,1,3,1
382,Sonya Pace,sonyapace@example.com,Year 4,psychology,2/10/2024,1/1/1900 17:00,No,To go to class,3,15,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,10,5,8,5,6,6,9,8
383,Beth Crawford,bethcrawford@example.org,Year 3,data science and analytics,2/10/2024,1/1/1900 15:15,No,To go to class,3,30,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,20,5,7,6,5,7,8,6
384,Troy Martin,troymartin@example.com,Year 3,statistics,2/10/2024,1/1/1900 19:40,No,To go to class,1,5,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,5,2,5,5,5,5,10,5
385,Robert Keith,robertkeith@example.net,Year 4,materials science and engineering,2/10/2024,1/1/1900 9:45,No,To go to class,2,12,No,LT27 / S17,IT / CLB,A1,Sunny,8,4,9,7,8,9,9,10
386,Anthony Jordan,anthonyjordan@example.com,Year 1,environmental studies,2/10/2024,1/1/1900 9:45,No,To go to class,4,40,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,Sunny,70,5,9,10,2,4,7,5
387,Tammy Beard,tammybeard@example.org,Year 3,data science and analytics,3/10/2024,1/1/1900 11:40,No,To go to class,2,40,No,COM3,LT27 / S17,D2,Sunny,20,6,5,7,9,8,9,9
388,Mario White,mariowhite@example.com,Year 3,data science and analytics,3/10/2024,1/1/1900 13:50,No,To go to class,4,40,Yes,COM3,LT27 / S17,D2,Sunny,30,10,3,7,5,7,8,6
389,Stephanie Hansen,stephaniehansen@example.net,Year 3,life sciences,3/10/2024,1/1/1900 14:44,No,To go for meals,0,15,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,15,5,8,3,9,8,8,7
390,Brooke Logan,brookelogan@example.net,Year 4,psychology,3/10/2024,1/1/1900 15:20,No,To go to MRT,2,5,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,Sunny,8,2,9,9,9,9,9,9
391,Christopher Cox,christophercox@example.net,Year 3,data science and analytics,3/10/2024,1/1/1900 18:00,No,To go to class,2,30,Yes,LT27 / S17,UHC / Opp UHC,A1,Rainy,40,5,6,5,5,5,8,8
392,Edward Murphy,edwardmurphy@example.com,Year 3,data science and analytics,3/10/2024,1/1/1900 20:50,No,To go to class,4,25,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,50,15,4,9,3,4,7,4
393,Isabella Burnett,isabellaburnett@example.com,Year 1,sociology,3/10/2024,1/1/1900 11:40,Yes,To go to class,2,5,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,30,15,2,9,3,4,4,4
394,Jessica Wilson,jessicawilson@example.com,Year 1,data science and analytics,3/10/2024,1/1/1900 11:45,No,To go to class,1,10,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,20,15,2,9,3,3,4,2
395,Jeffrey Russell,jeffreyrussell@example.org,Year 3,anthropology,3/10/2024,1/1/1900 17:30,No,To go to class,2,35,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,25,2,6,9,6,6,7,6
396,Chelsea Willis,chelseawillis@example.com,Year 3,data science and analytics,4/10/2024,1/1/1900 11:30,No,To go to class,3,30,No,LT13 / Ventus,LT27 / S17,A1,Rainy,5,2,8,7,5,6,8,6
397,Michael Nichols,michaelnichols@example.com,Year 4,economics,4/10/2024,1/1/1900 13:30,No,To go to class,2,10,No,UTown,IT / CLB,D1,Rainy,32,15,6,8,7,5,7,6
398,Connor Thomas,connorthomas@example.org,Year 4,economics,4/10/2024,1/1/1900 16:16,No,To go to CCA sessions,4,12,No,PGP,LT13 / Ventus,A2,Sunny,15,12,5,6,5,7,6,7
399,Theodore Copeland,theodorecopeland@example.com,Year 1,sociology,4/10/2024,1/1/1900 13:00,Yes,To go to class,4,10,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,10,3,6,7,5,4,5,4
400,William Hanson,williamhanson@example.net,Year 1,data science and analytics,4/10/2024,1/1/1900 16:15,No,To go to class,1,10,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,10,5,6,4,5,6,6,6
401,Joseph Rodriguez,josephrodriguez@example.net,Year 3,data science and analytics,7/10/2024,1/1/1900 11:45,No,To go to class,4,50,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,60,30,2,10,2,1,3,1
402,Debra Ortiz,debraortiz@example.org,Year 3,data science and analytics,7/10/2024,1/1/1900 11:15,No,To go to class,4,20,No,LT13 / Ventus,LT27 / S17,A1,Sunny,15,3,7,8,3,6,7,6
403,Jose Moses,josemoses@example.com,Year 3,data science and analytics,7/10/2024,1/1/1900 11:45,No,To go to class,4,10,Yes,UHC / Opp UHC,IT / CLB,A2,Sunny,20,6,5,9,4,5,8,6
404,Cory Cannon,corycannon@example.com,Year 1,"politics, philosophy, economics",7/10/2024,1/1/1900 14:30,Yes,To go to class,2,20,No,IT / CLB,UTown,D1,Sunny,6,8,9,2,8,8,10,9
405,Zachary Tucker,zacharytucker@example.net,Year 3,business analytics,7/10/2024,1/1/1900 11:40,No,To go to class,3,30,Yes,UHC / Opp UHC,LT27 / S17,D2,Sunny,20,6,7,7,7,7,7,7
406,Jasmine Ball,jasmineball@example.com,Year 1,chemistry,7/10/2024,1/1/1900 11:00,No,To go to class,4,12,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,5,5,8,8,8,8,8,9
407,Wendy Ibarra MD,wendyibarramd@example.com,Year 1,mathematics,7/10/2024,1/1/1900 17:15,No,To go to class,3,20,No,IT / CLB,LT27 / S17,A2,Sunny,60,7,3,10,1,1,10,3
408,Justin Berry,justinberry@example.net,Year 2,psychology,7/10/2024,1/1/1900 15:46,No,To go to class,2,25,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,40,5,6,7,5,6,7,6
409,Brandy Johnston,brandyjohnston@example.org,Year 2,life sciences,7/10/2024,1/1/1900 18:01,No,To go to class,4,20,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,30,3,6,9,6,5,6,5
410,Cheryl Reed,cherylreed@example.com,Year 3,data science and analytics,7/10/2024,1/1/1900 14:00,No,To go to class,4,30,No,COM3,LT27 / S17,D2,Sunny,25,10,3,7,5,7,8,6
411,Sarah Martinez,sarahmartinez@example.com,Year 3,chemistry,7/10/2024,1/1/1900 7:20,No,To go to class,6,30,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,Sunny,35,2,6,6,8,6,8,6
412,Anna Freeman,annafreeman@example.com,Year 1,life sciences,7/10/2024,1/1/1900 14:22,Yes,To go to class,2,10,Yes,LT27 / S17,UTown,D2,Sunny,10,5,7,5,6,6,6,6
413,Kenneth Frank,kennethfrank@example.com,Year 2,food science and technology,7/10/2024,1/1/1900 14:11,No,To go to class,2,5,Yes,UHC / Opp UHC,UTown,D2,Sunny,15,5,7,6,6,5,7,7
414,Danielle Watkins,daniellewatkins@example.net,Year 1,mathematics,7/10/2024,1/1/1900 15:50,Yes,To go to MRT,2,10,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,Sunny,15,8,6,6,6,6,6,6
415,Laura Christian,laurachristian@example.net,Year 2,law,7/10/2024,1/1/1900 16:00,No,To go to class,5,60,No,PGP,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,40,15,3,10,2,3,5,4
416,Jennifer Leach,jenniferleach@example.org,Year 3,dentistry,7/10/2024,1/1/1900 16:40,No,To go to class,2,30,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,10,3,9,7,5,8,8,9
417,Kathleen Stone,kathleenstone@example.net,Year 2,dentistry,7/10/2024,1/1/1900 12:00,No,To go to class,2,10,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,30,20,1,8,2,4,7,1
418,Laura Herring,lauraherring@example.net,Year 3,nursing,7/10/2024,1/1/1900 16:30,Yes,To go to class,2,40,No,LT27 / S17,LT13 / Ventus,A1,Sunny,30,3,9,10,4,8,10,7
419,Taylor Hall,taylorhall@example.com,Year 4,food science and technology,8/10/2024,1/1/1900 9:36,No,To go to class,1,10,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,Sunny,30,6,4,9,4,3,4,4
420,James Petersen,jamespetersen@example.net,Year 3,data science and analytics,8/10/2024,1/1/1900 13:45,No,To go to MRT,4,40,Yes,UHC / Opp UHC,IT / CLB,A1,Sunny,50,4,7,9,2,3,7,4
421,Johnny Taylor,johnnytaylor@example.com,Year 3,data science and analytics,8/10/2024,1/1/1900 16:30,No,To go to class,4,35,Yes,PGP,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,15,6,5,8,3,4,8,6
422,Bradley Patterson,bradleypatterson@example.org,Year 2,industrial systems engineering,8/10/2024,1/1/1900 9:55,Yes,To go to class,4,6,No,IT / CLB,UHC / Opp UHC,A1,Sunny,12,6,6,7,4,8,9,7
423,Deanna Mcdaniel,deannamcdaniel@example.com,Year 4,anthropology,8/10/2024,1/1/1900 12:36,No,To go to class,2,8,No,LT13 / Ventus,COM3,D1,Sunny,10,10,3,4,7,6,6,6
424,Lisa Galloway,lisagalloway@example.org,Year 2,life sciences,8/10/2024,1/1/1900 17:25,No,To go to class,2,10,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Rainy,10,3,2,6,5,6,5,6
425,Jessica Rivera,jessicarivera@example.com,Year 1,food science and technology,8/10/2024,1/1/1900 13:10,Yes,To go for meals,2,8,No,LT27 / S17,UTown,D2,Sunny,15,6,7,7,6,6,6,6
426,Shelley Sandoval,shelleysandoval@example.com,Year 1,food science and technology,8/10/2024,1/1/1900 16:20,No,To go to class,2,10,Yes,IT / CLB,UTown,D1,Sunny,8,7,4,7,6,7,4,4
427,Mrs. Helen Knight,mrs.helenknight@example.org,Year 2,mathematics,8/10/2024,1/1/1900 15:56,No,To go to class,2,20,Yes,COM3,IT / CLB,D1,Sunny,5,5,8,4,8,8,8,8
428,Stephen Wallace,stephenwallace@example.net,Year 3,law,8/10/2024,1/1/1900 11:00,No,To go to class,3,30,No,UTown,PGP,D2,Sunny,25,10,6,8,6,6,7,4
429,Tricia Mills,triciamills@example.com,Year 4,dentistry,8/10/2024,1/1/1900 12:00,No,To go to class,3,15,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,20,10,8,7,4,4,5,6
430,Donna Brown,donnabrown@example.net,Year 2,nursing,8/10/2024,1/1/1900 13:00,Yes,To go to class,2,30,Yes,LT27 / S17,UHC / Opp UHC,D2,Sunny,20,5,10,7,7,8,9,7
431,David Harvey,davidharvey@example.net,Year 2,environmental studies,8/10/2024,1/1/1900 10:30,Yes,To go to class,4,50,Yes,UHC / Opp UHC,IT / CLB,A1,Sunny,25,2,10,10,3,4,9,6
432,Chad Hunt,chadhunt@example.net,Year 3,data science and analytics,9/10/2024,1/1/1900 15:00,No,To go to class,2,25,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Rainy,30,5,6,7,4,6,7,6
433,Mrs. Jaime Frazier,mrs.jaimefrazier@example.net,Year 3,mathematics,9/10/2024,1/1/1900 14:30,Yes,To go to class,4,15,Yes,LT13 / Ventus,LT27 / S17,A1,Sunny,10,5,9,2,10,10,10,10
434,Terry Strong,terrystrong@example.net,Year 3,economics,9/10/2024,1/1/1900 14:15,Yes,To go to CCA sessions,2,10,No,IT / CLB,UHC / Opp UHC,A2,Sunny,25,8,4,9,5,4,4,4
435,Wendy Martin,wendymartin@example.net,Year 1,anthropology,9/10/2024,1/1/1900 12:58,No,To go for meals,4,15,No,LT27 / S17,UHC / Opp UHC,A1,Sunny,20,10,3,7,4,4,4,4
436,Matthew Booth,matthewbooth@example.com,Year 3,life sciences,9/10/2024,1/1/1900 10:00,Yes,To go to MRT,1,8,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,Sunny,30,15,1,10,2,2,1,2
437,John Martin,johnmartin@example.org,Year 3,food science and technology,9/10/2024,1/1/1900 19:00,No,To go to CCA sessions,2,10,No,BIZ2 / Opp HSSML,PGP,A1,Sunny,12,8,4,6,5,5,4,5
438,Angela Potts DDS,angelapottsdds@example.com,Year 3,mathematics,9/10/2024,1/1/1900 17:00,No,To go to CCA sessions,3,15,No,LT13 / Ventus,UTown,D1,Sunny,12,7,5,6,4,4,4,4
439,Jeffrey Allison,jeffreyallison@example.org,Year 3,law,9/10/2024,1/1/1900 18:00,No,To go to MRT,4,30,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,50,15,2,8,1,5,4,1
440,Brandy Morales,brandymorales@example.net,Year 3,political science,9/10/2024,1/1/1900 15:30,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,20,No,LT13 / Ventus,PGP,A1,Sunny,10,5,8,2,9,9,9,9
441,Danielle Stephens,daniellestephens@example.com,Year 1,dentistry,9/10/2024,1/1/1900 16:45,No,To go to class,3,20,No,IT / CLB,LT27 / S17,A2,Sunny,30,15,4,10,1,1,3,1
442,Sonya Johnson,sonyajohnson@example.net,Year 1,nursing,9/10/2024,1/1/1900 10:40,No,To go to class,2,30,Yes,UHC / Opp UHC,LT27 / S17,D2,Rainy,70,10,4,10,1,4,7,4
443,Joshua Chambers,joshuachambers@example.com,Year 3,data science and analytics,10/10/2024,1/1/1900 14:00,No,To go to class,4,40,No,COM3,UTown,D1,Sunny,30,3,8,7,6,8,8,7
444,Eric Green,ericgreen@example.net,Year 4,sociology,10/10/2024,1/1/1900 12:30,Yes,To go for meals,2,2,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,10,1,9,2,8,9,9,9
445,Tonya Smith,tonyasmith@example.org,Year 2,social work,10/10/2024,1/1/1900 16:15,Yes,To go to class,3,15,No,UTown,UHC / Opp UHC,D2,Sunny,25,5,6,6,5,6,7,7
446,Andrew Torres,andrewtorres@example.org,Year 2,anthropology,10/10/2024,1/1/1900 16:35,No,To go to class,2,40,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,5,5,7,3,8,7,7,7
447,Sarah Merritt,sarahmerritt@example.com,Year 4,life sciences,10/10/2024,1/1/1900 15:15,No,To go for meals,4,20,No,PGP,LT27 / S17,A1,Sunny,9,5,9,3,7,7,7,7
448,Shelby Torres,shelbytorres@example.net,Year 4,food science and technology,10/10/2024,1/1/1900 15:15,No,To go to MRT,2,15,No,Kent Ridge MRT / Opp Kent Ridge MRT,PGP,D2,Sunny,8,7,5,5,5,5,5,5
449,Sean Kelly,seankelly@example.com,Year 4,mathematics,10/10/2024,1/1/1900 14:30,No,To go to class,2,10,No,IT / CLB,COM3,D1,Sunny,15,5,5,5,5,5,5,5
450,Stephanie Mullen,stephaniemullen@example.com,Year 2,psychology,10/10/2024,1/1/1900 16:00,No,To go to class,3,30,No,LT13 / Ventus,PGP,A1,Rainy,35,9,3,8,3,5,7,4
451,Bradley Flores,bradleyflores@example.org,Year 4,political science,10/10/2024,1/1/1900 18:10,No,To go to class,4,45,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,30,15,2,9,3,6,6,4
452,Mercedes Johnson,mercedesjohnson@example.org,Year 4,political science,10/10/2024,1/1/1900 16:45,No,To go to class,3,30,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,25,15,4,7,4,6,9,6
453,Steve Wright,stevewright@example.com,Year 2,dentistry,10/10/2024,1/1/1900 18:00,No,To go to class,3,15,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,30,15,2,10,1,6,6,2
454,Jacob Davenport,jacobdavenport@example.net,Year 2,computer science,11/10/2024,1/1/1900 13:00,Yes,To go to class,2,10,No,IT / CLB,UHC / Opp UHC,A2,Rainy,20,3,9,9,5,4,9,7
455,Victoria Simon,victoriasimon@example.org,Year 2,data science and analytics,11/10/2024,1/1/1900 14:45,Yes,To go to class,2,10,No,LT27 / S17,UTown,D2,Sunny,10,6,7,7,6,6,6,6
456,Ryan Anderson,ryananderson@example.com,Year 2,psychology,11/10/2024,1/1/1900 17:26,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",1,10,No,UTown,UHC / Opp UHC,D2,Sunny,14,1,10,8,3,2,9,6
457,Danielle Walker,daniellewalker@example.net,Year 2,food science and technology,11/10/2024,1/1/1900 14:30,Yes,To go to class,2,10,No,LT27 / S17,UHC / Opp UHC,A1,Sunny,15,5,8,3,8,7,8,9
458,John Gill,johngill@example.com,Year 2,data science and analytics,11/10/2024,1/1/1900 13:56,Yes,To go to class,2,30,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,15,6,7,8,5,6,6,7
459,Timothy Cantu,timothycantu@example.com,Year 2,social work,11/10/2024,1/1/1900 12:00,Yes,To go to class,2,10,No,IT / CLB,UHC / Opp UHC,A2,Sunny,30,7,5,7,6,4,5,6
460,Jacob Jones,jacobjones@example.com,Year 3,data science and analytics,11/10/2024,1/1/1900 12:00,No,To go to class,3,35,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,30,5,6,7,6,7,8,7
461,Larry Cordova,larrycordova@example.net,Year 2,anthropology,11/10/2024,1/1/1900 21:02,Yes,To go to CCA sessions,2,12,No,UHC / Opp UHC,UTown,D2,Rainy,6,5,7,5,7,7,7,7
462,Jason Johnson,jasonjohnson@example.org,Year 2,malay studies,11/10/2024,1/1/1900 17:00,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,15,No,UTown,PGP,D2,Sunny,30,5,6,8,5,6,7,6
463,James Davis,jamesdavis@example.net,Year 3,global studies,11/10/2024,1/1/1900 8:30,No,To go to class,4,40,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,Rainy,25,4,6,8,3,5,7,6
464,Erica Baxter,ericabaxter@example.net,Year 2,political science,11/10/2024,1/1/1900 14:10,No,To go to class,3,25,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,15,5,7,5,8,8,8,8
465,Brandi Benitez,brandibenitez@example.net,Year 3,nursing,11/10/2024,1/1/1900 17:50,No,To go to class,2,25,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,20,4,7,9,3,6,10,6
466,Matthew Thomas,matthewthomas@example.net,Year 2,data science and analytics,12/10/2024,1/1/1900 14:16,Yes,To go to class,3,10,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Rainy,1,3,8,9,7,4,7,8
467,Patrick Ochoa,patrickochoa@example.net,Year 2,geography,12/10/2024,1/1/1900 20:30,Yes,To go to class,2,10,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,Rainy,20,15,5,5,9,9,10,9
468,Ashley Gallagher,ashleygallagher@example.com,Year 3,data science and analytics,14/10/2024,1/1/1900 17:30,No,To go to MRT,3,30,No,LT27 / S17,UTown,D2,Sunny,25,5,6,7,4,6,7,6
469,Jason Collins,jasoncollins@example.org,Year 3,data science and analytics,14/10/2024,1/1/1900 20:30,No,To go to class,3,25,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,40,8,5,7,4,6,7,5
470,Emily Anderson,emilyanderson@example.org,Year 2,anthropology,14/10/2024,1/1/1900 14:11,Yes,To go to class,2,10,No,UHC / Opp UHC,UTown,D2,Rainy,15,7,6,5,6,6,6,6
471,Brian Bennett,brianbennett@example.com,Year 3,materials science and engineering,14/10/2024,1/1/1900 17:00,Yes,To go to class,2,20,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Rainy,10,5,5,7,4,4,5,6
472,Jasmine Monroe,jasminemonroe@example.com,Year 4,statistics,14/10/2024,1/1/1900 21:00,No,To go to CCA sessions,3,15,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Rainy,6,10,3,6,5,7,8,6
473,Tracy Lloyd,tracylloyd@example.com,Year 2,life sciences,14/10/2024,1/1/1900 17:45,No,To go to class,2,10,No,IT / CLB,UHC / Opp UHC,A2,Sunny,15,6,3,8,4,3,5,4
474,Michael Herring,michaelherring@example.net,Year 2,malay studies,14/10/2024,1/1/1900 15:00,No,To go to class,2,25,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Rainy,35,6,5,8,3,6,7,6
475,Kayla Wood,kaylawood@example.org,Year 2,global studies,14/10/2024,1/1/1900 14:00,No,To go to CCA sessions,2,30,No,LT13 / Ventus,UTown,D1,Sunny,40,5,6,9,3,5,6,5
476,Shawn Patel,shawnpatel@example.org,Year 4,psychology,14/10/2024,1/1/1900 17:00,No,To go to class,4,40,No,UTown,LT27 / S17,D2,Rainy,30,5,5,8,3,5,7,6
477,Christine Ross MD,christinerossmd@example.net,Year 1,law,14/10/2024,1/1/1900 12:10,No,To go to class,3,30,No,UHC / Opp UHC,LT27 / S17,D2,Rainy,15,15,2,7,5,5,6,6
478,Maria Anderson,mariaanderson@example.com,Year 2,political science,14/10/2024,1/1/1900 16:15,No,To go to class,2,30,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,30,20,2,9,3,6,8,5
